1548147518593514240,-0.76474,-0.02813,0.04572,0.72612,0.00536,-0.68754,0.00020,-0.35768,-0.00319,0.03267,
1548147518693434112,-0.79600,-0.03247,0.04934,0.72365,0.00731,-0.69012,0.00273,-0.36814,-0.00440,0.03883,
1548147518793353984,-0.83838,-0.03369,0.05825,0.72161,0.00678,-0.69226,0.00316,-0.40894,-0.01529,0.03796,
1548147518893284096,-0.89161,-0.03650,0.06809,0.71928,0.00761,-0.69466,0.00503,-0.44398,-0.00695,0.02239,
1548147518993204224,-0.93879,-0.04197,0.07715,0.71897,0.00749,-0.69499,0.00360,-0.49748,-0.05471,0.00806,
1548147519093124096,-1.01617,-0.05388,0.09874,0.71444,0.00962,-0.69963,0.00213,-0.46135,-0.01992,0.04352,
1548147519193044224,-1.06559,-0.05200,0.10165,0.71303,0.00876,-0.70107,0.00285,-0.44867,-0.02589,0.03159,
1548147519292964096,-1.12155,-0.05751,0.10811,0.71259,0.00878,-0.70152,0.00255,-0.42429,-0.02088,0.03034,
1548147519392883968,-1.16361,-0.05779,0.10859,0.71240,0.00757,-0.70173,0.00205,-0.38775,-0.02898,0.02542,
1548147519492804096,-1.20576,-0.05988,0.11303,0.71345,0.00775,-0.70066,0.00219,-0.37278,-0.02192,0.03174,
1548147519592723968,-1.24242,-0.06020,0.11427,0.71511,0.00644,-0.69898,0.00165,-0.33625,-0.02621,0.02770,
1548147519692644096,-1.27670,-0.06334,0.11239,0.71701,0.00696,-0.69703,0.00177,-0.34278,-0.01598,0.01522,
1548147519792574208,-1.31704,-0.06603,0.11151,0.71771,0.00636,-0.69631,0.00152,-0.36260,-0.02632,0.01937,
1548147519892494080,-1.35670,-0.06855,0.11107,0.71796,0.00669,-0.69606,0.00086,-0.39439,-0.03598,0.01684,
1548147519992413952,-1.40176,-0.07163,0.11177,0.71700,0.00676,-0.69704,0.00054,-0.41514,-0.03238,0.01797,
1548147520092334080,-1.45523,-0.07497,0.11036,0.71556,0.00673,-0.69851,-0.00054,-0.43437,-0.03172,0.01586,
1548147520192253952,-1.49722,-0.07658,0.11305,0.71432,0.00678,-0.69978,-0.00085,-0.41473,-0.02288,0.02607,
1548147520292174080,-1.53411,-0.07526,0.11575,0.71387,0.00599,-0.70025,-0.00187,-0.39875,-0.01912,0.02125,
1548147520392094208,-1.57052,-0.07452,0.11928,0.71459,0.00496,-0.69952,-0.00242,-0.38515,-0.01767,0.01796,
1548147520492014080,-1.60972,-0.07634,0.12204,0.71540,0.00434,-0.69869,-0.00310,-0.39922,-0.02491,0.02045,
